Real-Time Object Detection Summary

Object: person, Confidence: 0.27, Color: Black, Position: Bottom-Right, Width: 117, Height: 50
Object: cup, Confidence: 0.89, Color: Green, Position: Bottom-Center, Width: 87, Height: 122
Object: suitcase, Confidence: 0.35, Color: Black, Position: Bottom-Right, Width: 344, Height: 223
Object: person, Confidence: 0.71, Color: Green, Position: Top-Right, Width: 99, Height: 144
Object: bottle, Confidence: 0.80, Color: Green, Position: Center, Width: 51, Height: 143
Object: cup, Confidence: 0.80, Color: Green, Position: Bottom-Center, Width: 81, Height: 122
Object: cup, Confidence: 0.74, Color: Black, Position: Bottom-Center, Width: 78, Height: 117
Object: person, Confidence: 0.79, Color: Black, Position: Top-Right, Width: 84, Height: 120
Object: cup, Confidence: 0.74, Color: Black, Position: Bottom-Center, Width: 79, Height: 114
Object: person, Confidence: 0.82, Color: Black, Position: Top-Right, Width: 83, Height: 121
Object: couch, Confidence: 0.30, Color: Black, Position: Center-Right, Width: 385, Height: 250
Object: person, Confidence: 0.71, Color: Green, Position: Top-Right, Width: 82, Height: 128
Object: cup, Confidence: 0.80, Color: Green, Position: Bottom-Center, Width: 83, Height: 121
Object: chair, Confidence: 0.36, Color: Other, Position: Center-Left, Width: 96, Height: 56
Object: dining table, Confidence: 0.45, Color: Green, Position: Bottom-Center, Width: 604, Height: 200
Object: bottle, Confidence: 0.80, Color: Green, Position: Center, Width: 61, Height: 193
Object: cup, Confidence: 0.90, Color: Green, Position: Bottom-Center, Width: 86, Height: 121
Object: dining table, Confidence: 0.29, Color: Other, Position: Bottom-Center, Width: 600, Height: 184
Object: bottle, Confidence: 0.80, Color: Green, Position: Center, Width: 61, Height: 194
Object: cup, Confidence: 0.92, Color: Green, Position: Bottom-Center, Width: 86, Height: 120
Real-Time Object Detection Summary

Object: cup, Confidence: 0.58, Color: White, Position: Center, Width: 66, Height: 83
Object: bottle, Confidence: 0.87, Color: White, Position: Center, Width: 68, Height: 213
Object: dining table, Confidence: 0.71, Color: Other, Position: Bottom-Center, Width: 615, Height: 263
Object: bottle, Confidence: 0.88, Color: Green, Position: Center, Width: 68, Height: 208
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 66, Height: 83
Object: dining table, Confidence: 0.64, Color: Gray, Position: Bottom-Center, Width: 615, Height: 264
Object: bottle, Confidence: 0.85, Color: Green, Position: Center, Width: 68, Height: 205
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 65, Height: 83
Object: train, Confidence: 0.26, Color: Gray, Position: Bottom-Right, Width: 166, Height: 54
Object: dining table, Confidence: 0.69, Color: Green, Position: Bottom-Center, Width: 598, Height: 263
Object: bottle, Confidence: 0.88, Color: Green, Position: Center, Width: 68, Height: 206
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 66, Height: 82
Object: person, Confidence: 0.26, Color: Gray, Position: Bottom-Right, Width: 177, Height: 63
Object: dining table, Confidence: 0.61, Color: Green, Position: Bottom-Center, Width: 634, Height: 269
Object: bottle, Confidence: 0.89, Color: Green, Position: Center, Width: 68, Height: 206
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 66, Height: 83
Object: person, Confidence: 0.39, Color: Other, Position: Bottom-Right, Width: 255, Height: 139
Object: dining table, Confidence: 0.72, Color: Green, Position: Bottom-Center, Width: 630, Height: 268
Object: bottle, Confidence: 0.88, Color: Green, Position: Center, Width: 68, Height: 206
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 65, Height: 83
Object: person, Confidence: 0.30, Color: Other, Position: Bottom-Right, Width: 259, Height: 136
Object: dining table, Confidence: 0.70, Color: Green, Position: Bottom-Center, Width: 628, Height: 263
Object: bottle, Confidence: 0.88, Color: Green, Position: Center, Width: 68, Height: 206
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 65, Height: 83
Object: dining table, Confidence: 0.65, Color: Gray, Position: Bottom-Center, Width: 616, Height: 273
Object: person, Confidence: 0.68, Color: Green, Position: Bottom-Right, Width: 382, Height: 143
Object: bottle, Confidence: 0.85, Color: Green, Position: Center, Width: 68, Height: 206
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 65, Height: 83
Object: person, Confidence: 0.57, Color: Other, Position: Bottom-Right, Width: 394, Height: 137
Object: dining table, Confidence: 0.61, Color: Green, Position: Bottom-Center, Width: 616, Height: 273
Object: bottle, Confidence: 0.87, Color: Green, Position: Center, Width: 69, Height: 205
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 65, Height: 83
Object: dining table, Confidence: 0.60, Color: Other, Position: Bottom-Center, Width: 616, Height: 274
Object: person, Confidence: 0.72, Color: Green, Position: Bottom-Right, Width: 353, Height: 134
Object: bottle, Confidence: 0.86, Color: Green, Position: Center, Width: 68, Height: 206
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 65, Height: 82
Object: dining table, Confidence: 0.67, Color: Other, Position: Bottom-Center, Width: 612, Height: 271
Object: person, Confidence: 0.69, Color: Green, Position: Bottom-Right, Width: 336, Height: 132
Object: bottle, Confidence: 0.87, Color: Green, Position: Center, Width: 69, Height: 206
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 65, Height: 83
Object: dining table, Confidence: 0.74, Color: Other, Position: Bottom-Center, Width: 606, Height: 269
Object: bottle, Confidence: 0.86, Color: Green, Position: Center, Width: 68, Height: 207
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 65, Height: 83
Object: person, Confidence: 0.60, Color: Other, Position: Bottom-Right, Width: 331, Height: 93
Object: dining table, Confidence: 0.66, Color: Green, Position: Bottom-Center, Width: 608, Height: 273
Object: bottle, Confidence: 0.88, Color: Green, Position: Center, Width: 68, Height: 205
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 66, Height: 82
Object: person, Confidence: 0.33, Color: Other, Position: Bottom-Right, Width: 319, Height: 124
Object: dining table, Confidence: 0.65, Color: Green, Position: Bottom-Center, Width: 612, Height: 272
Object: bottle, Confidence: 0.86, Color: Green, Position: Center, Width: 68, Height: 206
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 65, Height: 83
Object: dining table, Confidence: 0.72, Color: Other, Position: Bottom-Center, Width: 630, Height: 265
Object: bottle, Confidence: 0.88, Color: Green, Position: Center, Width: 68, Height: 207
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 66, Height: 83
Object: person, Confidence: 0.39, Color: Black, Position: Bottom-Right, Width: 120, Height: 166
Object: dining table, Confidence: 0.69, Color: Green, Position: Bottom-Center, Width: 633, Height: 268
Object: bottle, Confidence: 0.87, Color: Green, Position: Center, Width: 68, Height: 206
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 65, Height: 83
Object: person, Confidence: 0.36, Color: Black, Position: Bottom-Right, Width: 120, Height: 160
Object: dining table, Confidence: 0.63, Color: Green, Position: Bottom-Center, Width: 624, Height: 261
Object: bottle, Confidence: 0.84, Color: Green, Position: Center, Width: 69, Height: 206
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 66, Height: 83
Object: dining table, Confidence: 0.66, Color: Other, Position: Bottom-Center, Width: 631, Height: 265
Object: bottle, Confidence: 0.84, Color: Green, Position: Center, Width: 68, Height: 207
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 66, Height: 83
Object: person, Confidence: 0.37, Color: Black, Position: Bottom-Right, Width: 120, Height: 168
Object: dining table, Confidence: 0.64, Color: Green, Position: Bottom-Center, Width: 631, Height: 264
Object: bottle, Confidence: 0.84, Color: Green, Position: Center, Width: 69, Height: 207
Object: cup, Confidence: 0.93, Color: Green, Position: Center, Width: 66, Height: 83
Object: person, Confidence: 0.45, Color: Black, Position: Bottom-Right, Width: 119, Height: 168
Object: dining table, Confidence: 0.66, Color: Green, Position: Bottom-Center, Width: 630, Height: 267
Object: bottle, Confidence: 0.88, Color: Green, Position: Center, Width: 68, Height: 206
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 66, Height: 83
Object: person, Confidence: 0.45, Color: Black, Position: Bottom-Right, Width: 120, Height: 162
Object: dining table, Confidence: 0.67, Color: Green, Position: Bottom-Center, Width: 632, Height: 266
Object: bottle, Confidence: 0.88, Color: Green, Position: Center, Width: 68, Height: 206
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 66, Height: 84
Object: book, Confidence: 0.32, Color: White, Position: Center-Right, Width: 88, Height: 29
Object: person, Confidence: 0.37, Color: Other, Position: Bottom-Center, Width: 387, Height: 137
Object: dining table, Confidence: 0.49, Color: Green, Position: Bottom-Center, Width: 593, Height: 267
Object: bottle, Confidence: 0.85, Color: Green, Position: Center, Width: 69, Height: 205
Object: cup, Confidence: 0.94, Color: Green, Position: Center, Width: 65, Height: 82
Object: tie, Confidence: 0.31, Color: Black, Position: Center, Width: 321, Height: 465
Real-Time Object Detection Summary

Object: person, Confidence: 0.28, Color: Black, Position: Top-Right, Width: 224, Height: 191
Object: laptop, Confidence: 0.59, Color: Black, Position: Top-Left, Width: 259, Height: 191
Object: laptop, Confidence: 0.59, Color: Green, Position: Top-Center, Width: 183, Height: 168
Object: laptop, Confidence: 0.53, Color: Gray, Position: Top-Left, Width: 226, Height: 191
Object: laptop, Confidence: 0.55, Color: Gray, Position: Top-Center, Width: 188, Height: 124
Object: person, Confidence: 0.73, Color: Green, Position: Top-Right, Width: 221, Height: 208
Object: laptop, Confidence: 0.53, Color: Gray, Position: Top-Center, Width: 188, Height: 120
Object: laptop, Confidence: 0.60, Color: Green, Position: Top-Left, Width: 269, Height: 191
Object: person, Confidence: 0.68, Color: Green, Position: Top-Right, Width: 222, Height: 210
Object: person, Confidence: 0.32, Color: Black, Position: Top-Right, Width: 224, Height: 199
Object: laptop, Confidence: 0.58, Color: Gray, Position: Top-Left, Width: 269, Height: 192
Object: laptop, Confidence: 0.65, Color: Gray, Position: Top-Center, Width: 222, Height: 125
Object: person, Confidence: 0.59, Color: Black, Position: Top-Right, Width: 226, Height: 170
Object: laptop, Confidence: 0.62, Color: Gray, Position: Top-Left, Width: 266, Height: 192
Object: laptop, Confidence: 0.74, Color: Gray, Position: Top-Center, Width: 215, Height: 123
Object: laptop, Confidence: 0.55, Color: Gray, Position: Top-Left, Width: 262, Height: 191
Object: laptop, Confidence: 0.73, Color: Gray, Position: Top-Center, Width: 221, Height: 124
Object: laptop, Confidence: 0.31, Color: Gray, Position: Top-Left, Width: 279, Height: 188
Object: teddy bear, Confidence: 0.39, Color: Black, Position: Top-Right, Width: 201, Height: 232
Object: laptop, Confidence: 0.41, Color: Green, Position: Top-Center, Width: 241, Height: 168
Object: sports ball, Confidence: 0.35, Color: Purple, Position: Center, Width: 76, Height: 76
Object: laptop, Confidence: 0.65, Color: Gray, Position: Top-Left, Width: 272, Height: 190
Object: laptop, Confidence: 0.67, Color: Gray, Position: Top-Center, Width: 220, Height: 157
Object: person, Confidence: 0.53, Color: Black, Position: Center-Right, Width: 239, Height: 362
Object: laptop, Confidence: 0.45, Color: Gray, Position: Center-Left, Width: 267, Height: 178
Object: person, Confidence: 0.68, Color: Black, Position: Center-Right, Width: 235, Height: 310
Object: laptop, Confidence: 0.80, Color: Green, Position: Center, Width: 183, Height: 161
Object: laptop, Confidence: 0.30, Color: Gray, Position: Center-Left, Width: 279, Height: 180
Object: person, Confidence: 0.65, Color: Black, Position: Center-Right, Width: 235, Height: 350
Object: laptop, Confidence: 0.82, Color: Green, Position: Center, Width: 190, Height: 160
Object: laptop, Confidence: 0.47, Color: Gray, Position: Center-Left, Width: 207, Height: 179
Object: person, Confidence: 0.61, Color: Black, Position: Center-Right, Width: 269, Height: 362
Object: laptop, Confidence: 0.73, Color: Gray, Position: Center, Width: 173, Height: 161
Object: donut, Confidence: 0.28, Color: Black, Position: Top-Right, Width: 56, Height: 55
Object: laptop, Confidence: 0.31, Color: Gray, Position: Center-Left, Width: 214, Height: 179
Object: person, Confidence: 0.72, Color: Green, Position: Center-Right, Width: 305, Height: 343
Object: laptop, Confidence: 0.74, Color: Green, Position: Center, Width: 152, Height: 158
Object: donut, Confidence: 0.27, Color: Black, Position: Top-Right, Width: 42, Height: 48
Object: laptop, Confidence: 0.38, Color: Gray, Position: Center-Left, Width: 211, Height: 179
Object: person, Confidence: 0.70, Color: Green, Position: Center-Right, Width: 305, Height: 344
Object: laptop, Confidence: 0.82, Color: Green, Position: Center, Width: 148, Height: 159
Object: keyboard, Confidence: 0.25, Color: Other, Position: Center, Width: 65, Height: 49
Object: bottle, Confidence: 0.27, Color: Gray, Position: Top-Right, Width: 30, Height: 51
Object: laptop, Confidence: 0.41, Color: Gray, Position: Center-Left, Width: 212, Height: 180
Object: person, Confidence: 0.52, Color: Green, Position: Center-Right, Width: 236, Height: 325
Object: laptop, Confidence: 0.74, Color: Green, Position: Center, Width: 169, Height: 158
Object: sports ball, Confidence: 0.31, Color: Purple, Position: Bottom-Center, Width: 71, Height: 73
Object: laptop, Confidence: 0.48, Color: Gray, Position: Center-Left, Width: 221, Height: 178
Object: person, Confidence: 0.68, Color: Green, Position: Top-Right, Width: 269, Height: 308
Object: laptop, Confidence: 0.69, Color: Gray, Position: Center, Width: 166, Height: 126
Object: sports ball, Confidence: 0.34, Color: Purple, Position: Bottom-Center, Width: 73, Height: 73
Object: bottle, Confidence: 0.42, Color: Gray, Position: Top-Center, Width: 25, Height: 57
Object: person, Confidence: 0.44, Color: Green, Position: Top-Right, Width: 259, Height: 225
Object: laptop, Confidence: 0.61, Color: Gray, Position: Center-Left, Width: 231, Height: 177
Object: laptop, Confidence: 0.70, Color: Green, Position: Center, Width: 160, Height: 118
Object: cup, Confidence: 0.30, Color: White, Position: Center, Width: 33, Height: 47
Object: bottle, Confidence: 0.32, Color: Green, Position: Top-Center, Width: 26, Height: 57
Object: person, Confidence: 0.55, Color: Green, Position: Top-Right, Width: 257, Height: 256
Object: laptop, Confidence: 0.55, Color: Green, Position: Center, Width: 157, Height: 126
Object: laptop, Confidence: 0.69, Color: Green, Position: Center-Left, Width: 275, Height: 181
Object: bottle, Confidence: 0.45, Color: Gray, Position: Top-Center, Width: 25, Height: 59
Object: laptop, Confidence: 0.61, Color: Gray, Position: Center-Left, Width: 220, Height: 176
Object: person, Confidence: 0.68, Color: Green, Position: Center-Right, Width: 269, Height: 337
Object: laptop, Confidence: 0.69, Color: Green, Position: Center, Width: 174, Height: 126
Object: laptop, Confidence: 0.38, Color: White, Position: Top-Left, Width: 39, Height: 177
Object: person, Confidence: 0.63, Color: Black, Position: Top-Right, Width: 255, Height: 293
Object: laptop, Confidence: 0.69, Color: Green, Position: Center, Width: 156, Height: 103
Object: laptop, Confidence: 0.89, Color: Green, Position: Center-Left, Width: 250, Height: 166
Object: laptop, Confidence: 0.35, Color: White, Position: Top-Left, Width: 41, Height: 171
Object: person, Confidence: 0.71, Color: Black, Position: Top-Right, Width: 256, Height: 289
Object: laptop, Confidence: 0.72, Color: Green, Position: Center, Width: 146, Height: 99
Object: laptop, Confidence: 0.89, Color: Green, Position: Center-Left, Width: 248, Height: 165
Object: bottle, Confidence: 0.27, Color: Gray, Position: Top-Center, Width: 26, Height: 59
Object: laptop, Confidence: 0.33, Color: White, Position: Top-Left, Width: 41, Height: 175
Object: person, Confidence: 0.72, Color: Green, Position: Top-Right, Width: 254, Height: 291
Object: laptop, Confidence: 0.74, Color: Green, Position: Center, Width: 151, Height: 103
Object: laptop, Confidence: 0.91, Color: Green, Position: Center-Left, Width: 251, Height: 165
Object: laptop, Confidence: 0.29, Color: White, Position: Top-Left, Width: 41, Height: 172
Object: bottle, Confidence: 0.31, Color: Gray, Position: Top-Center, Width: 25, Height: 57
Object: person, Confidence: 0.69, Color: Green, Position: Top-Right, Width: 272, Height: 284
Object: laptop, Confidence: 0.71, Color: Green, Position: Center, Width: 153, Height: 100
Object: laptop, Confidence: 0.90, Color: Green, Position: Center-Left, Width: 249, Height: 166
Object: person, Confidence: 0.28, Color: Black, Position: Top-Right, Width: 234, Height: 297
Object: laptop, Confidence: 0.34, Color: White, Position: Top-Left, Width: 43, Height: 182
Object: teddy bear, Confidence: 0.35, Color: Green, Position: Center, Width: 104, Height: 107
Object: laptop, Confidence: 0.80, Color: Green, Position: Center, Width: 170, Height: 100
Object: laptop, Confidence: 0.91, Color: Green, Position: Center-Left, Width: 245, Height: 165
Object: laptop, Confidence: 0.32, Color: White, Position: Top-Left, Width: 41, Height: 172
Object: person, Confidence: 0.52, Color: Black, Position: Center-Right, Width: 161, Height: 344
Object: laptop, Confidence: 0.70, Color: Gray, Position: Center, Width: 218, Height: 122
Object: laptop, Confidence: 0.91, Color: Green, Position: Center-Left, Width: 249, Height: 165
Object: keyboard, Confidence: 0.29, Color: Other, Position: Center-Left, Width: 97, Height: 45
Object: person, Confidence: 0.30, Color: Black, Position: Center-Right, Width: 162, Height: 341
Object: teddy bear, Confidence: 0.32, Color: Black, Position: Center, Width: 108, Height: 107
Object: laptop, Confidence: 0.38, Color: Black, Position: Center-Left, Width: 42, Height: 132
Object: laptop, Confidence: 0.72, Color: Green, Position: Center, Width: 218, Height: 119
Object: laptop, Confidence: 0.91, Color: Green, Position: Center-Left, Width: 256, Height: 164
Object: bottle, Confidence: 0.26, Color: Gray, Position: Top-Center, Width: 28, Height: 58
Object: laptop, Confidence: 0.31, Color: White, Position: Top-Left, Width: 41, Height: 138
Object: laptop, Confidence: 0.73, Color: Gray, Position: Center, Width: 219, Height: 113
Object: laptop, Confidence: 0.91, Color: Green, Position: Center-Left, Width: 252, Height: 165
Object: mouse, Confidence: 0.27, Color: Other, Position: Center-Left, Width: 29, Height: 33
Object: teddy bear, Confidence: 0.27, Color: Green, Position: Center, Width: 105, Height: 106
Object: person, Confidence: 0.27, Color: Green, Position: Center-Right, Width: 163, Height: 348
Object: keyboard, Confidence: 0.29, Color: Green, Position: Center-Left, Width: 79, Height: 45
Object: laptop, Confidence: 0.33, Color: White, Position: Top-Left, Width: 42, Height: 175
Object: laptop, Confidence: 0.73, Color: Green, Position: Center, Width: 214, Height: 107
Object: laptop, Confidence: 0.91, Color: Green, Position: Center-Left, Width: 250, Height: 165
Object: teddy bear, Confidence: 0.28, Color: Other, Position: Center, Width: 103, Height: 107
Object: laptop, Confidence: 0.32, Color: White, Position: Top-Left, Width: 42, Height: 183
Object: mouse, Confidence: 0.32, Color: Other, Position: Center-Left, Width: 29, Height: 32
Object: person, Confidence: 0.43, Color: Green, Position: Center-Right, Width: 163, Height: 345
Object: laptop, Confidence: 0.72, Color: Green, Position: Center, Width: 218, Height: 115
Object: laptop, Confidence: 0.92, Color: Green, Position: Center-Left, Width: 249, Height: 166
Object: keyboard, Confidence: 0.30, Color: Black, Position: Center-Left, Width: 97, Height: 45
Object: laptop, Confidence: 0.34, Color: White, Position: Top-Left, Width: 41, Height: 157
Object: teddy bear, Confidence: 0.35, Color: Black, Position: Center, Width: 106, Height: 107
Object: laptop, Confidence: 0.70, Color: Green, Position: Center, Width: 222, Height: 126
Object: laptop, Confidence: 0.91, Color: Green, Position: Center-Left, Width: 255, Height: 164
Object: laptop, Confidence: 0.30, Color: White, Position: Top-Left, Width: 43, Height: 182
Object: laptop, Confidence: 0.73, Color: Gray, Position: Center, Width: 225, Height: 131
Object: laptop, Confidence: 0.90, Color: Green, Position: Center-Left, Width: 253, Height: 165
Object: teddy bear, Confidence: 0.28, Color: Gray, Position: Center, Width: 104, Height: 107
Object: laptop, Confidence: 0.33, Color: Gray, Position: Top-Left, Width: 43, Height: 184
Object: laptop, Confidence: 0.75, Color: Green, Position: Center, Width: 214, Height: 105
Object: laptop, Confidence: 0.91, Color: Green, Position: Center-Left, Width: 249, Height: 165
Object: teddy bear, Confidence: 0.25, Color: Black, Position: Center, Width: 104, Height: 107
Object: keyboard, Confidence: 0.25, Color: Other, Position: Center-Left, Width: 93, Height: 44
Object: laptop, Confidence: 0.40, Color: Black, Position: Center-Left, Width: 41, Height: 126
Object: laptop, Confidence: 0.74, Color: Green, Position: Center, Width: 222, Height: 121
Object: laptop, Confidence: 0.91, Color: Green, Position: Center-Left, Width: 254, Height: 164
Object: person, Confidence: 0.28, Color: Black, Position: Center-Right, Width: 164, Height: 341
Object: keyboard, Confidence: 0.29, Color: Black, Position: Center-Left, Width: 91, Height: 44
Object: laptop, Confidence: 0.37, Color: White, Position: Top-Left, Width: 42, Height: 170
Object: laptop, Confidence: 0.72, Color: Green, Position: Center, Width: 221, Height: 115
Object: laptop, Confidence: 0.91, Color: Green, Position: Center-Left, Width: 255, Height: 164
Object: keyboard, Confidence: 0.25, Color: Black, Position: Center-Left, Width: 92, Height: 45
Object: teddy bear, Confidence: 0.37, Color: Black, Position: Center, Width: 102, Height: 106
Object: laptop, Confidence: 0.40, Color: Other, Position: Center-Left, Width: 41, Height: 136
Object: laptop, Confidence: 0.73, Color: Green, Position: Center, Width: 225, Height: 128
Object: laptop, Confidence: 0.91, Color: Green, Position: Center-Left, Width: 252, Height: 165
Object: teddy bear, Confidence: 0.28, Color: Black, Position: Center, Width: 105, Height: 106
Object: laptop, Confidence: 0.53, Color: Other, Position: Center-Left, Width: 42, Height: 124
Object: laptop, Confidence: 0.71, Color: Green, Position: Center, Width: 223, Height: 125
Object: laptop, Confidence: 0.90, Color: Green, Position: Center-Left, Width: 255, Height: 165
Object: person, Confidence: 0.25, Color: Black, Position: Center-Right, Width: 164, Height: 346
Object: keyboard, Confidence: 0.30, Color: Other, Position: Center-Left, Width: 93, Height: 44
Object: laptop, Confidence: 0.50, Color: Black, Position: Center-Left, Width: 42, Height: 126
Object: laptop, Confidence: 0.73, Color: Green, Position: Center, Width: 217, Height: 109
Object: laptop, Confidence: 0.91, Color: Green, Position: Center-Left, Width: 253, Height: 164
Object: keyboard, Confidence: 0.27, Color: Other, Position: Center-Left, Width: 79, Height: 45
Object: person, Confidence: 0.33, Color: Gray, Position: Center-Right, Width: 164, Height: 343
Object: laptop, Confidence: 0.47, Color: Other, Position: Center-Left, Width: 41, Height: 126
Object: laptop, Confidence: 0.72, Color: Green, Position: Center, Width: 225, Height: 130
Object: laptop, Confidence: 0.89, Color: Green, Position: Center-Left, Width: 257, Height: 166
Object: keyboard, Confidence: 0.31, Color: Other, Position: Center-Left, Width: 90, Height: 44
Object: teddy bear, Confidence: 0.35, Color: Black, Position: Center, Width: 103, Height: 106
Object: laptop, Confidence: 0.60, Color: Black, Position: Center-Left, Width: 42, Height: 128
Object: laptop, Confidence: 0.71, Color: Green, Position: Center, Width: 215, Height: 112
Object: laptop, Confidence: 0.91, Color: Green, Position: Center-Left, Width: 253, Height: 165
Object: keyboard, Confidence: 0.29, Color: Other, Position: Center-Left, Width: 79, Height: 45
Object: teddy bear, Confidence: 0.36, Color: Black, Position: Center, Width: 105, Height: 106
Object: person, Confidence: 0.39, Color: Green, Position: Center-Right, Width: 166, Height: 338
Object: laptop, Confidence: 0.57, Color: Other, Position: Center-Left, Width: 42, Height: 125
Object: laptop, Confidence: 0.71, Color: Green, Position: Center, Width: 219, Height: 116
Object: laptop, Confidence: 0.91, Color: Green, Position: Center-Left, Width: 252, Height: 165
Object: laptop, Confidence: 0.38, Color: Gray, Position: Center, Width: 198, Height: 145
Object: person, Confidence: 0.50, Color: Green, Position: Center-Right, Width: 360, Height: 345
Object: laptop, Confidence: 0.57, Color: Black, Position: Center-Left, Width: 45, Height: 128
Object: laptop, Confidence: 0.91, Color: Green, Position: Center-Left, Width: 248, Height: 164
Object: laptop, Confidence: 0.56, Color: Gray, Position: Top-Center, Width: 192, Height: 149
Object: person, Confidence: 0.71, Color: Green, Position: Center-Right, Width: 355, Height: 338
Object: laptop, Confidence: 0.92, Color: Green, Position: Center-Left, Width: 251, Height: 164
Object: laptop, Confidence: 0.39, Color: Gray, Position: Center, Width: 189, Height: 146
Object: person, Confidence: 0.80, Color: Green, Position: Center-Right, Width: 350, Height: 339
Object: laptop, Confidence: 0.92, Color: Green, Position: Center-Left, Width: 255, Height: 163
Object: laptop, Confidence: 0.29, Color: White, Position: Center, Width: 167, Height: 148
Object: person, Confidence: 0.79, Color: Green, Position: Center-Right, Width: 354, Height: 343
Object: laptop, Confidence: 0.92, Color: Green, Position: Center-Left, Width: 255, Height: 162
Object: laptop, Confidence: 0.36, Color: Gray, Position: Top-Center, Width: 192, Height: 151
Object: person, Confidence: 0.81, Color: Green, Position: Center-Right, Width: 352, Height: 339
Object: laptop, Confidence: 0.92, Color: Green, Position: Center-Left, Width: 254, Height: 163
Object: laptop, Confidence: 0.33, Color: Gray, Position: Center, Width: 161, Height: 146
Object: person, Confidence: 0.83, Color: Green, Position: Center-Right, Width: 352, Height: 344
Object: laptop, Confidence: 0.92, Color: Green, Position: Center-Left, Width: 250, Height: 164
Object: cell phone, Confidence: 0.26, Color: Gray, Position: Top-Center, Width: 34, Height: 32
Object: laptop, Confidence: 0.38, Color: Green, Position: Top-Center, Width: 197, Height: 151
Object: person, Confidence: 0.85, Color: Green, Position: Center-Right, Width: 354, Height: 342
Object: laptop, Confidence: 0.91, Color: Green, Position: Center-Left, Width: 255, Height: 162
Object: teddy bear, Confidence: 0.25, Color: Black, Position: Center, Width: 106, Height: 105
Object: laptop, Confidence: 0.26, Color: Other, Position: Center-Left, Width: 40, Height: 130
Object: laptop, Confidence: 0.41, Color: Green, Position: Center, Width: 157, Height: 147
Object: person, Confidence: 0.84, Color: Green, Position: Center-Right, Width: 353, Height: 343
Object: laptop, Confidence: 0.92, Color: Green, Position: Center-Left, Width: 252, Height: 164
Object: person, Confidence: 0.25, Color: White, Position: Center-Left, Width: 37, Height: 70
Object: laptop, Confidence: 0.32, Color: Green, Position: Center-Left, Width: 41, Height: 127
Object: laptop, Confidence: 0.36, Color: Green, Position: Center, Width: 163, Height: 148
Object: person, Confidence: 0.82, Color: Green, Position: Center-Right, Width: 352, Height: 343
Object: laptop, Confidence: 0.92, Color: Green, Position: Center-Left, Width: 252, Height: 164
Object: laptop, Confidence: 0.33, Color: Gray, Position: Center, Width: 185, Height: 132
Object: person, Confidence: 0.35, Color: Gray, Position: Center-Left, Width: 36, Height: 73
Object: person, Confidence: 0.86, Color: Green, Position: Center-Right, Width: 351, Height: 344
Object: laptop, Confidence: 0.92, Color: Green, Position: Center-Left, Width: 252, Height: 162
Object: cell phone, Confidence: 0.26, Color: Black, Position: Top-Center, Width: 33, Height: 32
Object: laptop, Confidence: 0.34, Color: Green, Position: Center, Width: 193, Height: 145
Object: person, Confidence: 0.86, Color: Green, Position: Center-Right, Width: 352, Height: 341
Object: laptop, Confidence: 0.91, Color: Green, Position: Center-Left, Width: 255, Height: 162
Object: laptop, Confidence: 0.33, Color: Gray, Position: Center, Width: 163, Height: 148
Object: person, Confidence: 0.37, Color: Gray, Position: Center-Left, Width: 36, Height: 70
Object: person, Confidence: 0.84, Color: Green, Position: Center-Right, Width: 354, Height: 341
Object: laptop, Confidence: 0.91, Color: Green, Position: Center-Left, Width: 252, Height: 163
Object: laptop, Confidence: 0.39, Color: Gray, Position: Center, Width: 190, Height: 151
Object: person, Confidence: 0.51, Color: Gray, Position: Center-Left, Width: 36, Height: 70
Object: person, Confidence: 0.80, Color: Green, Position: Center-Right, Width: 351, Height: 337
Object: laptop, Confidence: 0.92, Color: Green, Position: Center-Left, Width: 254, Height: 162
Object: laptop, Confidence: 0.29, Color: Gray, Position: Center, Width: 177, Height: 133
Object: person, Confidence: 0.82, Color: Green, Position: Center-Right, Width: 352, Height: 341
Object: laptop, Confidence: 0.92, Color: Green, Position: Center-Left, Width: 254, Height: 162
Object: laptop, Confidence: 0.37, Color: Gray, Position: Center, Width: 193, Height: 150
Object: person, Confidence: 0.46, Color: Gray, Position: Center-Left, Width: 36, Height: 70
Object: person, Confidence: 0.85, Color: Green, Position: Center-Right, Width: 353, Height: 339
